1	USD	1/1/05 0:00	0.99980004
1	USD	1/2/05 0:00	1.000900811
1	USD	1/3/05 0:00	0.99960016
1	USD	1/4/05 0:00	1
1	USD	1/5/05 0:00	0.99960016
1	USD	1/6/05 0:00	1.00050025
1	USD	1/7/05 0:00	0.99950025
1	USD	1/8/05 0:00	1.00020004
1	USD	1/9/05 0:00	0.999200639
1	USD	1/10/05 0:00	1.00020004
1	USD	1/11/05 0:00	0.99960016
1	USD	1/12/05 0:00	1.000900811
1	USD	1/13/05 0:00	0.99960016
1	USD	1/14/05 0:00	1.000800641
1	USD	1/15/05 0:00	0.99930049
1	USD	1/16/05 0:00	1.001001001
1	USD	1/17/05 0:00	0.99930049
1	USD	1/18/05 0:00	1.000900811
1	USD	1/19/05 0:00	0.99990001
1	USD	1/20/05 0:00	1.00070049
1	USD	1/21/05 0:00	0.99960016
1	USD	1/22/05 0:00	1.00050025
1	USD	1/23/05 0:00	0.99960016
1	USD	1/24/05 0:00	1.001001001
1	USD	1/25/05 0:00	1
1.00040016	USD	1/26/05 0:00	1.001101211
1.00040016	USD	1/27/05 0:00	1.00030009
1.00040016	USD	1/28/05 0:00	1.00070049
1.00040016	USD	1/29/05 0:00	0.99980004
1.00040016	USD	1/30/05 0:00	1.001001001
1.00040016	USD	1/31/05 0:00	0.99990001
1.00040016	USD	2/1/05 0:00	1.001101211
1.00040016	USD	2/2/05 0:00	0.99960016
1.00040016	USD	2/3/05 0:00	1.001001001
1.00040016	USD	2/4/05 0:00	1.00030009
1.00040016	USD	2/5/05 0:00	1.000900811
1.00040016	USD	2/6/05 0:00	0.99960016
1.00040016	USD	2/7/05 0:00	1.000900811
1.00040016	USD	2/8/05 0:00	1
1.00040016	USD	2/9/05 0:00	1.00070049
1.00040016	USD	2/10/05 0:00	0.99960016
1.00040016	USD	2/11/05 0:00	1.000900811
1.00040016	USD	2/12/05 0:00	0.99970009
1.00040016	USD	2/13/05 0:00	1.00050025
1.00010001	USD	2/14/05 0:00	1.00010001
1.00020004	USD	2/15/05 0:00	1.001001001
1.00010001	USD	2/16/05 0:00	0.99970009
1.00010001	USD	2/17/05 0:00	1.00020004
1.00010001	USD	2/18/05 0:00	0.99950025
1.00010001	USD	2/19/05 0:00	1.001001001
1.00010001	USD	2/20/05 0:00	0.99990001
1.00010001	USD	2/21/05 0:00	1.00070049
1.00010001	USD	2/22/05 0:00	1
1.00010001	USD	2/23/05 0:00	1.00010001
1.00040016	USD	2/24/05 0:00	1.00010001
1.00040016	USD	2/25/05 0:00	1.001201442
1.00040016	USD	2/26/05 0:00	1
1.00010001	USD	2/27/05 0:00	1.00010001
1.00010001	USD	2/28/05 0:00	0.99970009
1.00010001	USD	3/1/05 0:00	1.001001001
1.00020004	USD	3/2/05 0:00	0.99970009
1.000800641	USD	3/3/05 0:00	1.001101211
1.000800641	USD	3/4/05 0:00	1.00040016
1.000800641	USD	3/5/05 0:00	1.001001001
1.00010001	USD	3/6/05 0:00	0.99960016
1.00010001	USD	3/7/05 0:00	1.001001001
1.00020004	USD	3/8/05 0:00	0.99990001
1.00020004	USD	3/9/05 0:00	1.00040016
1.00050025	USD	3/10/05 0:00	0.99990001
1.00050025	USD	3/11/05 0:00	1.001001001
1.00050025	USD	3/12/05 0:00	1
1.00010001	USD	3/13/05 0:00	1.00040016
1.00020004	USD	3/14/05 0:00	0.99990001
1.00020004	USD	3/15/05 0:00	1.001101211
1.00020004	USD	3/16/05 0:00	0.99990001
1	USD	3/17/05 0:00	1.000900811
1	USD	3/18/05 0:00	0.99980004
1	USD	3/19/05 0:00	1.00030009
1.00020004	USD	3/20/05 0:00	0.99960016
1.00020004	USD	3/21/05 0:00	1.000800641
1.00020004	USD	3/22/05 0:00	1.00010001
1.00020004	USD	3/23/05 0:00	1.001101211
1.00070049	USD	3/24/05 0:00	1.00020004
1.00070049	USD	3/25/05 0:00	1.000800641
1.00070049	USD	3/26/05 0:00	0.99960016
1.00020004	USD	3/27/05 0:00	1.001101211
1.00020004	USD	3/28/05 0:00	1.00020004
1.00020004	USD	3/29/05 0:00	1.000800641
1.00020004	USD	3/30/05 0:00	0.99950025
1.00623868	USD	3/31/05 0:00	1.006441224
1.00623868	USD	4/1/05 0:00	1.006036217
1.00623868	USD	4/2/05 0:00	1.006339942
1.00020004	USD	4/3/05 0:00	0.99960016
1.00020004	USD	4/4/05 0:00	1.000800641
1.00020004	USD	4/5/05 0:00	0.99960016
1.00020004	USD	4/6/05 0:00	1.001201442
1.000800641	USD	4/7/05 0:00	0.99970009
1.000800641	USD	4/8/05 0:00	1.001101211
1.000800641	USD	4/9/05 0:00	0.99990001
1.00020004	USD	4/10/05 0:00	1.00020004
1.00010001	USD	4/11/05 0:00	0.99980004
1.00020004	USD	4/12/05 0:00	1.001101211
1.00020004	USD	4/13/05 0:00	0.99980004
1.00050025	USD	4/14/05 0:00	1.001301692
1.00050025	USD	4/15/05 0:00	0.99960016
1.00050025	USD	4/16/05 0:00	1.001101211
1.00010001	USD	4/17/05 0:00	0.99940036
1.00010001	USD	4/18/05 0:00	1.00040016
1.00020004	USD	4/19/05 0:00	0.99960016
1.00020004	USD	4/20/05 0:00	1.001101211
1.00050025	USD	4/21/05 0:00	1.00030009
1.00050025	USD	4/22/05 0:00	1.000900811
1.00050025	USD	4/23/05 0:00	1
1.00010001	USD	4/24/05 0:00	1.00040016
1.00010001	USD	4/25/05 0:00	0.99980004
1.00010001	USD	4/26/05 0:00	1.00010001
1.00010001	USD	4/27/05 0:00	0.99960016
1.00050025	USD	4/28/05 0:00	1.001301692
1.00050025	USD	4/29/05 0:00	0.99970009
1.00050025	USD	4/30/05 0:00	1.001401963
1.00020004	USD	5/1/05 0:00	0.99950025
1.00020004	USD	5/2/05 0:00	1.001101211
1.00020004	USD	5/3/05 0:00	0.99960016
1.00020004	USD	5/4/05 0:00	1.00030009
1.00050025	USD	5/5/05 0:00	0.99970009
1.00050025	USD	5/6/05 0:00	1.001101211
1.00050025	USD	5/7/05 0:00	1.00010001
1.00020004	USD	5/8/05 0:00	1.001101211
1.00020004	USD	5/9/05 0:00	0.99990001
1.00010001	USD	5/10/05 0:00	1.00030009
1.00020004	USD	5/11/05 0:00	0.99990001
1.00050025	USD	5/12/05 0:00	1.001201442
1.00050025	USD	5/13/05 0:00	0.99980004
1.00050025	USD	5/14/05 0:00	1.00070049
1.00010001	USD	5/15/05 0:00	1.00010001
1.00010001	USD	5/16/05 0:00	1.000900811
1.00010001	USD	5/17/05 0:00	0.99960016
1.00010001	USD	5/18/05 0:00	1.00030009
1.00050025	USD	5/19/05 0:00	0.99960016
1.00050025	USD	5/20/05 0:00	1.000900811
1.00050025	USD	5/21/05 0:00	0.99960016
1.00020004	USD	5/22/05 0:00	1.00070049
1.00020004	USD	5/23/05 0:00	1.00010001
1.00020004	USD	5/24/05 0:00	1.00020004
1.00020004	USD	5/25/05 0:00	0.99960016
1.00050025	USD	5/26/05 0:00	1.00070049
1.00050025	USD	5/27/05 0:00	0.99960016
1.00050025	USD	5/28/05 0:00	1.00050025
1.00020004	USD	5/29/05 0:00	0.99950025
1.00020004	USD	5/30/05 0:00	1.00070049
1.00020004	USD	5/31/05 0:00	0.99980004
1.00020004	USD	6/1/05 0:00	1.00050025
1.00050025	USD	6/2/05 0:00	1.00040016
1.00050025	USD	6/3/05 0:00	1.001001001
1.00050025	USD	6/4/05 0:00	1.00040016
1.00010001	USD	6/5/05 0:00	1.00050025
1.00010001	USD	6/6/05 0:00	0.99990001
1.001001001	USD	6/7/05 0:00	1.001001001
1.001001001	USD	6/8/05 0:00	1.00050025
1.001001001	USD	6/9/05 0:00	1.001502253
1.00040016	USD	6/10/05 0:00	0.99970009
1.00030009	USD	6/11/05 0:00	1.000800641
1.00020004	USD	6/12/05 0:00	0.99940036
1.00020004	USD	6/13/05 0:00	1.001001001
1.00020004	USD	6/14/05 0:00	0.99990001
1.00020004	USD	6/15/05 0:00	1.001001001
1.000800641	USD	6/16/05 0:00	1.00020004
1.000800641	USD	6/17/05 0:00	1.001101211
1.000800641	USD	6/18/05 0:00	0.99990001
1.000800641	USD	6/19/05 0:00	1.001301692
1.00020004	USD	6/20/05 0:00	0.99960016
1.00020004	USD	6/21/05 0:00	1.00020004
1.00020004	USD	6/22/05 0:00	0.99960016
1.00070049	USD	6/23/05 0:00	1.001401963
1.00070049	USD	6/24/05 0:00	0.99990001
1.00070049	USD	6/25/05 0:00	1.001702895
1.00020004	USD	6/26/05 0:00	0.99960016
1.00020004	USD	6/27/05 0:00	1.000900811
1.00020004	USD	6/28/05 0:00	0.99960016
1.00020004	USD	6/29/05 0:00	1.00020004
1.00070049	USD	6/30/05 0:00	0.99980004
1.00070049	USD	7/1/05 0:00	1.000900811
1.00070049	USD	7/2/05 0:00	0.99980004
1.00020004	USD	7/3/05 0:00	1.00030009
1.00020004	USD	7/4/05 0:00	0.99970009
1.00020004	USD	7/5/05 0:00	1.001001001
1.00020004	USD	7/6/05 0:00	0.99980004
1.00050025	USD	7/7/05 0:00	1.001401963
1.00050025	USD	7/8/05 0:00	1.00020004
1.00050025	USD	7/9/05 0:00	1.001502253
1.00020004	USD	7/10/05 0:00	0.99960016
1.00020004	USD	7/11/05 0:00	1.000900811
1.00020004	USD	7/12/05 0:00	0.99940036
1.00020004	USD	7/13/05 0:00	1.001101211
1.000800641	USD	7/14/05 0:00	0.99980004
1.000800641	USD	7/15/05 0:00	1.001001001
1.000800641	USD	7/16/05 0:00	1.00070049
1.00010001	USD	7/17/05 0:00	1.00030009
1.00010001	USD	7/18/05 0:00	0.99930049
1.00010001	USD	7/19/05 0:00	1.00030009
1.00020004	USD	7/20/05 0:00	0.99970009
1.00050025	USD	7/21/05 0:00	1.001101211
1.00050025	USD	7/22/05 0:00	0.99980004
1.00050025	USD	7/23/05 0:00	1.000800641
1.00020004	USD	7/24/05 0:00	0.99940036
1.00020004	USD	7/25/05 0:00	1.001101211
1.00020004	USD	7/26/05 0:00	1.00020004
1.00020004	USD	7/27/05 0:00	1.001201442
1.00020004	USD	7/28/05 0:00	1
1.00020004	USD	7/29/05 0:00	1.00020004
1.00020004	USD	7/30/05 0:00	0.99940036
1.00020004	USD	7/31/05 0:00	1.000900811
1.00020004	USD	8/1/05 0:00	0.99960016
1.00020004	USD	8/2/05 0:00	1.00070049
1.00020004	USD	8/3/05 0:00	0.99960016
1.000900811	USD	8/4/05 0:00	1.001301692
1.000900811	USD	8/5/05 0:00	1.00020004
1.000900811	USD	8/6/05 0:00	1.001101211
1.000900811	USD	8/7/05 0:00	1.00030009
1.00020004	USD	8/8/05 0:00	1.00050025
1.00020004	USD	8/9/05 0:00	0.99940036
1.00020004	USD	8/10/05 0:00	1.00030009
1.00050025	USD	8/11/05 0:00	1.00020004
1.00050025	USD	8/12/05 0:00	1.001201442
1.00050025	USD	8/13/05 0:00	0.99960016
1.00020004	USD	8/14/05 0:00	1.00070049
1.00020004	USD	8/15/05 0:00	0.99960016
1.00020004	USD	8/16/05 0:00	1.00070049
1.00020004	USD	8/17/05 0:00	0.99990001
1.00050025	USD	8/18/05 0:00	1.000800641
1.00050025	USD	8/19/05 0:00	0.99990001
1.00040016	USD	8/20/05 0:00	1.000900811
1.00040016	USD	8/21/05 0:00	0.99970009
1.00020004	USD	8/22/05 0:00	1.00020004
1.00020004	USD	8/23/05 0:00	0.99940036
1.00020004	USD	8/24/05 0:00	1.001001001
1.00050025	USD	8/25/05 0:00	1.00040016
1.00050025	USD	8/26/05 0:00	1.00050025
1.00050025	USD	8/27/05 0:00	1.00020004
1.00020004	USD	8/28/05 0:00	1.001001001
1.00020004	USD	8/29/05 0:00	0.99960016
1.00020004	USD	8/30/05 0:00	1.001101211
1.00020004	USD	8/31/05 0:00	1.00010001
1.00070049	USD	9/1/05 0:00	1.001301692
1.00070049	USD	9/2/05 0:00	1.00040016
1.00070049	USD	9/3/05 0:00	1.001201442
1.00020004	USD	9/4/05 0:00	1
1.00020004	USD	9/5/05 0:00	1.001201442
1.00020004	USD	9/6/05 0:00	1
1.00020004	USD	9/7/05 0:00	1.00070049
1.00070049	USD	9/8/05 0:00	0.99980004
1.00070049	USD	9/9/05 0:00	1.001502253
1.00070049	USD	9/10/05 0:00	0.99990001
1.00020004	USD	9/11/05 0:00	1.001101211
1.00020004	USD	9/12/05 0:00	0.99970009
1.00020004	USD	9/13/05 0:00	1.00030009
1.00020004	USD	9/14/05 0:00	0.99950025
1.00050025	USD	9/15/05 0:00	1.000900811
1.00050025	USD	9/16/05 0:00	1
1.00050025	USD	9/17/05 0:00	1.001001001
1.00020004	USD	9/18/05 0:00	0.99960016
1.00020004	USD	9/19/05 0:00	1.001001001
1.00020004	USD	9/20/05 0:00	0.99950025
1.00020004	USD	9/21/05 0:00	1.000800641
1.00050025	USD	9/22/05 0:00	0.99970009
1.00050025	USD	9/23/05 0:00	1.00050025
1.00050025	USD	9/24/05 0:00	0.99990001
1.00020004	USD	9/25/05 0:00	1.001001001
1.00010001	USD	9/26/05 0:00	0.99980004
